결과변수,결과변수 라벨,모형,공분산 추정,변수,계수(log-odds),표준오차,오즈비(OR),OR 95% CI 하한,OR 95% CI 상한,p-value,p-value 표기,유의성
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,Intercept,-0.6316,0.0193,0.532,0.512,0.552,9.29782577549817e-234,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.BE],-0.349,0.0052,0.705,0.698,0.713,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.BG],-0.5298,0.0033,0.589,0.585,0.593,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.CY],-0.7238,0.0036,0.485,0.482,0.488,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.CZ],-1.3123,0.0022,0.269,0.268,0.27,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.DE],-0.6656,0.0065,0.514,0.507,0.521,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.DK],-1.028,0.015,0.358,0.347,0.368,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.EE],-0.7028,0.0032,0.495,0.492,0.498,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.ES],-0.9454,0.0038,0.389,0.386,0.391,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.FI],-0.8474,0.0134,0.429,0.417,0.44,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.FR],-1.1733,0.002,0.309,0.308,0.311,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.GR],-1.6969,0.0074,0.183,0.181,0.186,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.HR],-0.9232,0.0017,0.397,0.396,0.399,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.HU],-0.3489,0.0074,0.705,0.695,0.716,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.IE],-0.575,0.0028,0.563,0.56,0.566,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.IT],-0.6847,0.001,0.504,0.503,0.505,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LT],-0.7715,0.001,0.462,0.461,0.463,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LU],-0.8467,0.0221,0.429,0.411,0.448,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LV],-1.0737,0.0004,0.342,0.341,0.342,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.MT],-1.0607,0.0127,0.346,0.338,0.355,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.NL],-1.068,0.0094,0.344,0.337,0.35,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.PL],-0.6478,0.0066,0.523,0.517,0.53,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.PT],-0.8162,0.0039,0.442,0.439,0.445,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.RO],-1.0044,0.0072,0.366,0.361,0.371,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SE],-0.5722,0.0212,0.564,0.541,0.588,9.847236346542217e-160,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SI],-0.356,0.0044,0.7,0.694,0.706,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SK],-0.4127,0.0026,0.662,0.659,0.665,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 1,Cluster-robust SE by country,public_sector,-0.0299,0.0771,0.971,0.834,1.129,0.6982777606009589,0.698,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,Intercept,-1.2962,0.2285,0.274,0.175,0.428,1.416519657455072e-08,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.BE],-0.6267,0.0242,0.534,0.51,0.56,1.7351679337499105e-148,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.BG],-0.4177,0.0226,0.659,0.63,0.688,3.739203036521054e-76,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.CY],-0.7486,0.0222,0.473,0.453,0.494,2.8212221295695818e-248,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.CZ],-1.3681,0.0218,0.255,0.244,0.266,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.DE],-0.5884,0.0169,0.555,0.537,0.574,1.0705212407331646e-265,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.DK],-1.2269,0.0491,0.293,0.266,0.323,5.222657061593469e-138,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.EE],-0.8741,0.0206,0.417,0.401,0.434,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.ES],-1.0293,0.0259,0.357,0.34,0.376,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.FI],-1.0701,0.0422,0.343,0.316,0.373,9.98849055794247e-142,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.FR],-1.2435,0.025,0.288,0.275,0.303,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.GR],-1.603,0.0284,0.201,0.19,0.213,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.HR],-0.8082,0.0238,0.446,0.425,0.467,5.957713102987504e-253,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.HU],-0.1722,0.0218,0.842,0.807,0.879,2.5052305512996852e-15,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.IE],-0.6766,0.0264,0.508,0.483,0.535,2.1256632151655092e-144,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.IT],-0.4756,0.0193,0.621,0.598,0.645,1.4655708882864331e-134,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LT],-0.9319,0.0233,0.394,0.376,0.412,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LU],-0.9313,0.0417,0.394,0.363,0.428,1.7545933511870795e-110,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LV],-1.2157,0.0213,0.297,0.284,0.309,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.MT],-1.3254,0.0331,0.266,0.249,0.283,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.NL],-1.4304,0.0487,0.239,0.217,0.263,2.418185077278609e-189,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.PL],-0.5609,0.0247,0.571,0.544,0.599,3.999556268432922e-114,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.PT],-0.6417,0.0207,0.526,0.505,0.548,3.5648164543070145e-210,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.RO],-0.8308,0.0263,0.436,0.414,0.459,9.4737268436388e-219,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SE],-0.9238,0.0506,0.397,0.36,0.438,1.4000071635086116e-74,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SI],-0.4859,0.0201,0.615,0.591,0.64,8.928351844719139e-129,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SK],-0.3866,0.0193,0.679,0.654,0.706,1.0855505106136873e-89,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(gender)[T.2],0.0887,0.0475,1.093,0.995,1.199,0.06223130115482411,0.062,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(gender)[T.3],0.9762,0.5248,2.654,0.949,7.424,0.06284620221851876,0.063,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.11],0.1467,0.1593,1.158,0.847,1.582,0.357126804053277,0.357,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.12],0.0945,0.1179,1.099,0.872,1.385,0.4228080209588392,0.423,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.13],-0.1477,0.1123,0.863,0.692,1.075,0.1886738269399154,0.189,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.14],-0.2349,0.1597,0.791,0.578,1.081,0.14134235234435352,0.141,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.15],-0.137,0.1422,0.872,0.66,1.152,0.3356502333490854,0.336,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.16],-0.3952,0.2389,0.674,0.422,1.076,0.09804329683743883,0.098,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.17],-0.4545,0.1491,0.635,0.474,0.85,0.002301534737379024,0.002,**
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.18],-1.0839,0.2084,0.338,0.225,0.509,1.9806236746900373e-07,< .001,***
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.2],-0.4413,0.2289,0.643,0.411,1.007,0.05389698463010496,0.054,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.3],-0.1954,0.2302,0.822,0.524,1.291,0.3958930537288732,0.396,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.4],-0.0682,0.2352,0.934,0.589,1.481,0.7718192640591167,0.772,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.5],-0.1705,0.2235,0.843,0.544,1.307,0.4456796574919366,0.446,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,public_sector,-0.2267,0.0825,0.797,0.678,0.937,0.0060149466575214324,0.006,**
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,age,-0.0032,0.0023,0.997,0.992,1.001,0.17068289673533388,0.171,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,education_age,-0.0041,0.0065,0.996,0.983,1.009,0.5313854324781175,0.531,
detailed_explanation,상세 설명 제공,Model 2,Cluster-robust SE by country,digital_skill_job,0.438,0.053,1.55,1.397,1.719,1.322760798441061e-16,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,Intercept,-1.565,0.2304,0.209,0.133,0.328,1.1145634159164672e-11,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.BE],-0.6634,0.025,0.515,0.49,0.541,8.03605571599674e-155,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.BG],-0.4452,0.0288,0.641,0.606,0.678,5.835166778925686e-54,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.CY],-0.8947,0.0282,0.409,0.387,0.432,1.2148721562039672e-221,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.CZ],-1.2553,0.0294,0.285,0.269,0.302,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.DE],-0.5224,0.0261,0.593,0.564,0.624,3.385301351745259e-89,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.DK],-1.0807,0.0598,0.339,0.302,0.382,4.6635803647198533e-73,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.EE],-0.9538,0.0228,0.385,0.368,0.403,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.ES],-1.0813,0.0252,0.339,0.323,0.356,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.FI],-1.1668,0.0471,0.311,0.284,0.342,2.941259026786377e-135,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.FR],-1.2823,0.0259,0.277,0.264,0.292,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.GR],-1.5392,0.0281,0.215,0.203,0.227,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.HR],-0.8953,0.0238,0.408,0.39,0.428,1.29774250190547e-308,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.HU],-0.2759,0.0234,0.759,0.725,0.795,5.209955996896875e-32,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.IE],-0.7861,0.0277,0.456,0.432,0.481,3.4293212024948595e-177,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.IT],-0.5934,0.022,0.552,0.529,0.577,2.3778591430296418e-160,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.LT],-0.9225,0.0281,0.398,0.376,0.42,4.523053959041704e-236,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.LU],-0.9208,0.044,0.398,0.365,0.434,4.061824606716817e-97,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.LV],-1.222,0.0251,0.295,0.281,0.31,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.MT],-1.4522,0.0379,0.234,0.217,0.252,0.0,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.NL],-1.2477,0.0685,0.287,0.251,0.328,4.253872514587619e-74,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.PL],-0.6104,0.0246,0.543,0.518,0.57,4.762181269491205e-136,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.PT],-0.6297,0.0203,0.533,0.512,0.554,2.4967074234864187e-211,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.RO],-1.1199,0.041,0.326,0.301,0.354,2.418505573068478e-164,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.SE],-0.7799,0.0621,0.458,0.406,0.518,3.33508548448871e-36,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.SI],-0.4807,0.0276,0.618,0.586,0.653,1.007888169549e-67,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.SK],-0.4377,0.0213,0.645,0.619,0.673,2.799994036003608e-94,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(gender)[T.2],0.0748,0.0549,1.078,0.968,1.2,0.17348593131171774,0.173,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(gender)[T.3],0.7452,0.5607,2.107,0.702,6.323,0.18386565236128283,0.184,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.11],0.1155,0.1829,1.122,0.784,1.606,0.527978642002772,0.528,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.12],0.1614,0.1248,1.175,0.92,1.501,0.19588186806198593,0.196,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.13],-0.1201,0.1108,0.887,0.714,1.102,0.278330408099858,0.278,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.14],-0.2867,0.1683,0.751,0.54,1.044,0.08853896644163606,0.089,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.15],-0.1412,0.1598,0.868,0.635,1.188,0.3770591413967791,0.377,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.16],-0.4208,0.2385,0.657,0.411,1.048,0.07776283628870664,0.078,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.17],-0.4513,0.1549,0.637,0.47,0.863,0.003575252851620184,0.004,**
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.18],-1.086,0.1786,0.338,0.238,0.479,1.204444419621189e-09,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.2],-0.4178,0.2444,0.659,0.408,1.063,0.0873641196809062,0.087,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.3],-0.2,0.237,0.819,0.515,1.303,0.39880677314576685,0.399,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.4],-0.0863,0.2395,0.917,0.574,1.467,0.7186542996733185,0.719,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.5],-0.2217,0.234,0.801,0.506,1.267,0.3433651639275138,0.343,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,public_sector,-0.1772,0.0847,0.838,0.71,0.989,0.03634950179966073,0.036,*
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,age,-0.0026,0.0021,0.997,0.993,1.002,0.22358472777052485,0.224,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,education_age,-0.0008,0.0066,0.999,0.986,1.012,0.9005183455014534,0.901,
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,digital_skill_job,0.3621,0.0528,1.436,1.295,1.593,6.853635209072184e-12,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,automated_monitoring_exposure,0.5701,0.0795,1.768,1.513,2.066,7.285935943513191e-13,< .001,***
detailed_explanation,상세 설명 제공,Model 3,Cluster-robust SE by country,automated_performance_management_exposure,0.5896,0.1135,1.803,1.444,2.252,2.025404511073363e-07,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,Intercept,-1.4002,0.0239,0.247,0.235,0.258,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.BE],-0.5722,0.0066,0.564,0.557,0.572,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.BG],-0.8168,0.0038,0.442,0.439,0.445,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.CY],-0.7941,0.0047,0.452,0.448,0.456,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.CZ],-0.765,0.0023,0.465,0.463,0.467,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.DE],-0.0627,0.0078,0.939,0.925,0.954,1.0578682126682018e-15,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.DK],-1.6424,0.0189,0.194,0.186,0.201,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.EE],-0.5716,0.0036,0.565,0.561,0.569,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.ES],-1.0335,0.0043,0.356,0.353,0.359,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.FI],-0.4151,0.0166,0.66,0.639,0.682,9.398742423549493e-139,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.FR],-0.827,0.0028,0.437,0.435,0.44,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.GR],-2.1766,0.0086,0.113,0.112,0.115,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.HR],-0.2417,0.0023,0.785,0.782,0.789,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.HU],-0.4421,0.009,0.643,0.631,0.654,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.IE],-1.4302,0.0039,0.239,0.237,0.241,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.IT],-0.3989,0.001,0.671,0.67,0.672,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LT],-0.6644,0.001,0.515,0.514,0.516,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LU],-0.7876,0.0271,0.455,0.431,0.48,1.7468113173807655e-185,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LV],-1.4327,0.0,0.239,0.239,0.239,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.MT],-0.7499,0.0159,0.472,0.458,0.487,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.NL],-0.1583,0.0117,0.854,0.834,0.873,1.7938053612005913e-41,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.PL],-0.3753,0.0079,0.687,0.677,0.698,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.PT],-1.2033,0.0044,0.3,0.298,0.303,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.RO],0.2977,0.0087,1.347,1.324,1.37,3.770834340965291e-255,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SE],-1.2361,0.0261,0.291,0.276,0.306,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SI],-0.9683,0.0056,0.38,0.376,0.384,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SK],-0.475,0.0034,0.622,0.618,0.626,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 1,Cluster-robust SE by country,public_sector,0.0544,0.0923,1.056,0.881,1.265,0.5553258349017152,0.555,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,Intercept,-0.977,0.5159,0.376,0.137,1.035,0.05823934995977299,0.058,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.BE],-1.0126,0.0383,0.363,0.337,0.392,1.1620913327835867e-153,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.BG],-0.7708,0.0483,0.463,0.421,0.509,3.097865534775608e-57,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.CY],-1.0323,0.0438,0.356,0.327,0.388,6.349658722658268e-123,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.CZ],-0.8663,0.0372,0.421,0.391,0.452,5.6011588902033704e-120,< .001,***
