결과변수,결과변수 라벨,모형,공분산 추정,변수,계수(log-odds),표준오차,오즈비(OR),OR 95% CI 하한,OR 95% CI 상한,p-value,p-value 표기,유의성
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.DE],-0.0747,0.0291,0.928,0.877,0.983,0.01036916882980487,0.010,*
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.DK],-1.7363,0.0935,0.176,0.147,0.212,5.732884698029634e-77,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.EE],-0.6078,0.0393,0.545,0.504,0.588,5.256330945917045e-54,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.ES],-1.072,0.0356,0.342,0.319,0.367,1.1530515799241697e-199,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.FI],-0.5284,0.0782,0.59,0.506,0.687,1.4440394139442802e-11,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.FR],-0.9157,0.0248,0.4,0.381,0.42,2.5451562744609896e-298,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.GR],-2.1918,0.0568,0.112,0.1,0.125,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.HR],-0.3578,0.0389,0.699,0.648,0.755,3.77847890985264e-20,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.HU],-0.4582,0.0488,0.632,0.575,0.696,5.567518341184164e-21,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.IE],-1.4765,0.0356,0.228,0.213,0.245,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.IT],-0.5156,0.0301,0.597,0.563,0.633,8.8594353987303e-66,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LT],-0.6913,0.0401,0.501,0.463,0.542,1.0097390252182212e-66,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LU],-0.8625,0.0523,0.422,0.381,0.468,4.817476372492517e-61,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LV],-1.6317,0.0357,0.196,0.182,0.21,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.MT],-0.9772,0.0457,0.376,0.344,0.412,2.0879068795763404e-101,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.NL],-0.2496,0.0776,0.779,0.669,0.907,0.0012958104614343758,0.001,**
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.PL],-0.4384,0.0543,0.645,0.58,0.718,7.190814889712182e-16,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.PT],-1.1545,0.0423,0.315,0.29,0.342,1.0645043461950281e-163,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.RO],0.2394,0.0674,1.271,1.113,1.45,0.0003834263891340281,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SE],-1.4056,0.0895,0.245,0.206,0.292,1.354797545435885e-55,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SI],-1.0553,0.0295,0.348,0.329,0.369,4.595121351526247e-280,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SK],-0.4763,0.0295,0.621,0.586,0.658,1.6571799618287945e-58,< .001,***
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(gender)[T.2],0.0933,0.0783,1.098,0.942,1.28,0.23351607766781401,0.234,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(gender)[T.3],0.242,0.7841,1.274,0.274,5.923,0.7575777378693558,0.758,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.11],0.1364,0.2392,1.146,0.717,1.832,0.5683488438326685,0.568,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.12],-0.1958,0.1806,0.822,0.577,1.171,0.2782547263573495,0.278,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.13],-0.1223,0.189,0.885,0.611,1.282,0.5176235666771037,0.518,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.14],0.0409,0.1892,1.042,0.719,1.509,0.8289722489941105,0.829,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.15],-0.2306,0.1746,0.794,0.564,1.118,0.18662348147202013,0.187,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.16],0.109,0.2592,1.115,0.671,1.854,0.6740795323176842,0.674,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.17],-0.2135,0.1789,0.808,0.569,1.147,0.23272359353093663,0.233,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(occupation_code)[T.18],-0.3673,0.3402,0.693,0.356,1.349,0.2802948938226262,0.280,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.2],-0.0638,0.2413,0.938,0.585,1.506,0.7915116707917119,0.792,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.3],-0.2364,0.2461,0.789,0.487,1.279,0.33672444949873004,0.337,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.4],0.0279,0.2277,1.028,0.658,1.607,0.9022993896597763,0.902,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,C(workplace_size)[T.5],-0.2373,0.2406,0.789,0.492,1.264,0.32400967798989666,0.324,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,public_sector,0.0426,0.0952,1.044,0.866,1.258,0.6542827979117078,0.654,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,age,-0.0076,0.0026,0.992,0.987,0.998,0.0037871586563409596,0.004,**
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,education_age,0.02,0.0128,1.02,0.995,1.046,0.11701859458623669,0.117,
personal_data_access,개인정보 접근권 제공,Model 2,Cluster-robust SE by country,digital_skill_job,-0.0587,0.0499,0.943,0.855,1.04,0.23894915232790648,0.239,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,Intercept,-1.1053,0.4802,0.331,0.129,0.849,0.021349331989528167,0.021,*
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.BE],-1.0074,0.0425,0.365,0.336,0.397,3.702249491441612e-124,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.BG],-0.6809,0.049,0.506,0.46,0.557,5.973271139901602e-44,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.CY],-1.0635,0.0459,0.345,0.316,0.378,1.5155571393833327e-118,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.CZ],-0.7413,0.0503,0.476,0.432,0.526,3.1167389429738508e-49,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.DE],0.0468,0.0358,1.048,0.977,1.124,0.19064855856862628,0.191,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.DK],-1.553,0.0981,0.212,0.175,0.256,1.769831697822118e-56,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.EE],-0.5618,0.0381,0.57,0.529,0.614,3.806531892735769e-49,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.ES],-1.0537,0.0367,0.349,0.324,0.375,7.567201462841229e-181,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.FI],-0.5331,0.0714,0.587,0.51,0.675,8.179381729386326e-14,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.FR],-0.8682,0.0252,0.42,0.399,0.441,1.6834296016783992e-259,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.GR],-2.1982,0.0554,0.111,0.1,0.124,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.HR],-0.4031,0.0381,0.668,0.62,0.72,4.0948960135518455e-26,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.HU],-0.4831,0.0473,0.617,0.562,0.677,1.5494015598461661e-24,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.IE],-1.5993,0.0357,0.202,0.188,0.217,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.IT],-0.5737,0.033,0.563,0.528,0.601,1.6214624389781012e-67,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.LT],-0.5848,0.0453,0.557,0.51,0.609,4.05787932981307e-38,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.LU],-0.8819,0.0575,0.414,0.37,0.463,4.262348459953243e-53,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.LV],-1.7437,0.0354,0.175,0.163,0.187,0.0,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.MT],-0.991,0.057,0.371,0.332,0.415,1.3770745379143317e-67,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.NL],-0.0197,0.1038,0.98,0.8,1.202,0.8490762455403682,0.849,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.PL],-0.432,0.0486,0.649,0.59,0.714,6.596685766192082e-19,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.PT],-1.0855,0.0445,0.338,0.31,0.369,1.7050928287219486e-131,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.RO],0.0666,0.0707,1.069,0.931,1.228,0.34580574454650315,0.346,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.SE],-1.1976,0.0975,0.302,0.249,0.366,1.2045916267420046e-34,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.SI],-1.0073,0.0366,0.365,0.34,0.392,1.4292854403761176e-166,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(country_fe)[T.SK],-0.5275,0.0285,0.59,0.558,0.624,1.0952647530683237e-76,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(gender)[T.2],0.0804,0.076,1.084,0.934,1.258,0.2897770430553389,0.290,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(gender)[T.3],0.0769,0.8477,1.08,0.205,5.688,0.9277541481719563,0.928,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.11],0.1391,0.2329,1.149,0.728,1.814,0.5503536682223388,0.550,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.12],-0.1518,0.1776,0.859,0.607,1.217,0.3928665998698233,0.393,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.13],-0.0777,0.1937,0.925,0.633,1.352,0.6882571022364484,0.688,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.14],0.0212,0.2067,1.021,0.681,1.532,0.9184672952751018,0.918,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.15],-0.1579,0.1768,0.854,0.604,1.208,0.37173646186329334,0.372,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.16],0.0437,0.2721,1.045,0.613,1.781,0.8724943433727028,0.872,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.17],-0.1935,0.1936,0.824,0.564,1.204,0.31760371677711197,0.318,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(occupation_code)[T.18],-0.2538,0.2967,0.776,0.434,1.388,0.3922820768879367,0.392,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.2],-0.024,0.2421,0.976,0.607,1.569,0.9211338888607883,0.921,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.3],-0.2217,0.2453,0.801,0.495,1.296,0.36625566396894393,0.366,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.4],0.0396,0.2248,1.04,0.67,1.616,0.8603398519956355,0.860,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,C(workplace_size)[T.5],-0.2845,0.2315,0.752,0.478,1.184,0.21899689480129725,0.219,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,public_sector,0.1151,0.0943,1.122,0.933,1.35,0.22200110084843738,0.222,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,age,-0.0081,0.0028,0.992,0.987,0.997,0.003556223202218516,0.004,**
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,education_age,0.0211,0.0116,1.021,0.998,1.045,0.06938300694651207,0.069,
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,digital_skill_job,-0.1469,0.0508,0.863,0.782,0.954,0.003872033536344983,0.004,**
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,automated_monitoring_exposure,0.3303,0.0795,1.391,1.191,1.626,3.247746912744406e-05,< .001,***
personal_data_access,개인정보 접근권 제공,Model 3,Cluster-robust SE by country,automated_performance_management_exposure,0.553,0.1019,1.738,1.424,2.123,5.7832843307923494e-08,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,Intercept,-2.3627,0.0237,0.094,0.09,0.099,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.BE],-0.8497,0.0065,0.428,0.422,0.433,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.BG],-0.5511,0.004,0.576,0.572,0.581,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.CY],-0.6915,0.0045,0.501,0.496,0.505,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.CZ],-0.4653,0.0025,0.628,0.625,0.631,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.DE],0.3193,0.0078,1.376,1.355,1.397,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.DK],-0.1578,0.019,0.854,0.823,0.886,9.251506054617212e-17,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.EE],-0.6357,0.0039,0.53,0.526,0.534,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.ES],-1.0311,0.0046,0.357,0.353,0.36,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.FI],-0.9281,0.0167,0.395,0.383,0.408,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.FR],-1.3525,0.0025,0.259,0.257,0.26,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.GR],-2.3128,0.009,0.099,0.097,0.101,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.HR],-0.4573,0.0022,0.633,0.63,0.636,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.HU],-0.3538,0.0091,0.702,0.69,0.715,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.IE],-1.3624,0.0035,0.256,0.254,0.258,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.IT],-0.1441,0.0011,0.866,0.864,0.868,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LT],-0.1672,0.0012,0.846,0.844,0.848,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LU],-0.8956,0.0277,0.408,0.387,0.431,1.1169660409979867e-228,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.LV],-1.3219,0.0004,0.267,0.266,0.267,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.MT],-1.3311,0.0159,0.264,0.256,0.273,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.NL],-0.2864,0.0119,0.751,0.734,0.769,3.92062576501605e-128,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.PL],-0.3445,0.008,0.709,0.698,0.72,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.PT],-0.6264,0.0047,0.534,0.53,0.539,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.RO],0.3795,0.0086,1.461,1.437,1.486,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SE],-0.5037,0.0267,0.604,0.574,0.637,1.200413526267811e-79,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SI],-1.0315,0.0054,0.356,0.353,0.36,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,C(country_fe)[T.SK],-0.3946,0.0032,0.674,0.67,0.678,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 1,Cluster-robust SE by country,public_sector,-0.0625,0.0975,0.939,0.776,1.137,0.5215525174743663,0.522,
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,Intercept,-2.6436,0.7373,0.071,0.017,0.302,0.0003363186817422458,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.BE],-0.8809,0.0372,0.414,0.385,0.446,7.152030348450946e-124,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.BG],-0.4068,0.0473,0.666,0.607,0.73,8.310458081070261e-18,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.CY],-0.7625,0.0534,0.467,0.42,0.518,3.105040120075863e-46,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.CZ],-0.3015,0.0372,0.74,0.688,0.796,5.721314752211017e-16,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.DE],0.3044,0.0342,1.356,1.268,1.45,5.162291624357075e-19,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.DK],-0.0695,0.0884,0.933,0.784,1.109,0.4313960139141898,0.431,
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.EE],-0.7409,0.0463,0.477,0.435,0.522,1.1137753791670753e-57,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.ES],-0.9957,0.057,0.369,0.33,0.413,2.7486709952108925e-68,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.FI],-1.0886,0.0693,0.337,0.294,0.386,1.4531483465157077e-55,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.FR],-1.2695,0.0314,0.281,0.264,0.299,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.GR],-2.2177,0.056,0.109,0.098,0.121,0.0,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.HR],-0.3837,0.0392,0.681,0.631,0.736,1.3169989344438643e-22,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.HU],-0.2593,0.0475,0.772,0.703,0.847,4.6815507844127636e-08,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.IE],-1.2616,0.0405,0.283,0.262,0.307,7.444870212329245e-213,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.IT],-0.1025,0.0324,0.903,0.847,0.962,0.0015725539555986121,0.002,**
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LT],-0.1115,0.0437,0.895,0.821,0.974,0.010721442400248821,0.011,*
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LU],-0.8243,0.0535,0.439,0.395,0.487,1.4222068095534638e-53,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.LV],-1.3263,0.048,0.265,0.242,0.292,4.412341198601505e-168,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.MT],-1.2442,0.0481,0.288,0.262,0.317,1.800111040837287e-147,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.NL],-0.261,0.0844,0.77,0.653,0.909,0.001980906938906057,0.002,**
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.PL],-0.4091,0.057,0.664,0.594,0.743,7.209447040550921e-13,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.PT],-0.4305,0.0477,0.65,0.592,0.714,1.840679368796556e-19,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.RO],0.4135,0.0616,1.512,1.34,1.706,1.923791854752789e-11,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SE],-0.5027,0.0933,0.605,0.504,0.726,7.042582944261447e-08,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SI],-1.0733,0.0334,0.342,0.32,0.365,4.552006573196816e-226,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(country_fe)[T.SK],-0.3516,0.0303,0.704,0.663,0.747,4.4499472587698784e-31,< .001,***
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(gender)[T.2],0.1508,0.1226,1.163,0.915,1.479,0.2184230478869239,0.218,
automated_analysis_access,자동화 분석 결과 접근권 제공,Model 2,Cluster-robust SE by country,C(gender)[T.3],-45.2331,0.417,0.0,0.0,0.0,0.0,< .001,***
